,all_locations,location_object,lat_long,quality,api_address
3843,E 128th St And S Exchange Ave,"<[OK] Bing - Geocode [E 128th St & S Exchange Ave, Chicago, IL 60633]>","[41.662838, -87.551996]",RoadIntersection,"E 128th St & S Exchange Ave, Chicago, IL 60633"
3844,E 95th St And S Calhoun Ave,"<[OK] Bing - Geocode [E 95th St, Chicago, IL 60619]>","[41.7217713001093, -87.6201599000062]",RoadBlock,"E 95th St, Chicago, IL 60619"
3845,N Hiawatha Ave And W Kilpatrick Ave.,"<[OK] Bing - Geocode [N Hiawatha Ave & N Kilpatrick Ave, Chicago, IL 60646]>","[41.9916767, -87.7454214]",RoadIntersection,"N Hiawatha Ave & N Kilpatrick Ave, Chicago, IL 60646"
3846,W Peterson Ave And N Hiawatha Ave,"<[OK] Bing - Geocode [W Peterson Ave & N Hiawatha Ave, Chicago, IL 60646]>","[41.990087200000005, -87.7420321]",RoadIntersection,"W Peterson Ave & N Hiawatha Ave, Chicago, IL 60646"
3847,1725 E 53rd St,"<[OK] Bing - Geocode [1725 E 53rd St, Chicago, IL 60615]>","[41.7993164, -87.5828857]",Address,"1725 E 53rd St, Chicago, IL 60615"
3848,6434 N Newgard Ave,"<[OK] Bing - Geocode [6434 N Newgard Ave, Chicago, IL 60626]>","[41.999212, -87.66712]",Address,"6434 N Newgard Ave, Chicago, IL 60626"
3849,N Orange Ave And W Cornelia Ave,"<[OK] Bing - Geocode [N Orange Ave & W Cornelia Ave, Chicago, IL 60634]>","[41.94312, -87.824034]",RoadIntersection,"N Orange Ave & W Cornelia Ave, Chicago, IL 60634"
3850,N Pulaski Rd And W Schubert Ave,"<[OK] Bing - Geocode [N Pulaski Rd & W Schubert Ave, Chicago, IL 60639]>","[41.9299869, -87.7269123]",RoadIntersection,"N Pulaski Rd & W Schubert Ave, Chicago, IL 60639"
3851,N Racine Ave And W Augusta Blvd,"<[OK] Bing - Geocode [N Racine Ave & W Augusta Blvd, Chicago, IL 60642]>","[41.8998647, -87.6575942]",RoadIntersection,"N Racine Ave & W Augusta Blvd, Chicago, IL 60642"
3852,N Ridgeway Ave And W Diversey Ave,"<[OK] Bing - Geocode [N Ridgeway Ave & W Diversey Ave, Chicago, IL 60647]>","[41.931891, -87.720864]",RoadIntersection,"N Ridgeway Ave & W Diversey Ave, Chicago, IL 60647"
3853,N Sacramento Ave And W Pratt Blvd,"<[OK] Bing - Geocode [N Sacramento Ave & W Pratt Blvd, Chicago, IL 60645]>","[42.004747, -87.704611]",RoadIntersection,"N Sacramento Ave & W Pratt Blvd, Chicago, IL 60645"
3854,1577 N Sandburg Ter,"<[OK] Bing - Geocode [1577 N Sandburg Terrace, Chicago, IL 60610]>","[41.910822110068736, -87.6324172309468]",Address,"1577 N Sandburg Terrace, Chicago, IL 60610"
3855,N Sheffield Ave And W Belmont Ave,"<[OK] Bing - Geocode [N Sheffield Ave & W Belmont Ave, Chicago, IL 60657]>","[41.939941, -87.65409]",RoadIntersection,"N Sheffield Ave & W Belmont Ave, Chicago, IL 60657"
3856,333 N State St,"<[OK] Bing - Geocode [333 N State St, Chicago, IL 60611]>","[41.888583499800504, -87.62803620289388]",Address,"333 N State St, Chicago, IL 60611"
3857,N Trumbull Ave And W Franklin Blvd,"<[OK] Bing - Geocode [N Trumbull Ave & W Franklin Blvd, Chicago, IL 60624]>","[41.890251, -87.712518]",RoadIntersection,"N Trumbull Ave & W Franklin Blvd, Chicago, IL 60624"
3858,N Washtenaw Ave And W Le Moyne St,"<[OK] Bing - Geocode [N Washtenaw Ave & W Le Moyne St, Chicago, IL 60622]>","[41.908433, -87.694472]",RoadIntersection,"N Washtenaw Ave & W Le Moyne St, Chicago, IL 60622"
3859,S Avalon Ave And E 93rd St,"<[OK] Bing - Geocode [S Avalon Ave & E 93rd St, Chicago, IL 60619]>","[41.725869, -87.593678]",RoadIntersection,"S Avalon Ave & E 93rd St, Chicago, IL 60619"
3860,S Blue Island Ave And S Western Ave,"<[OK] Bing - Geocode [S Blue Island Ave & S Western Ave, Chicago, IL 60608]>","[41.8449468, -87.68519549999999]",RoadIntersection,"S Blue Island Ave & S Western Ave, Chicago, IL 60608"
3861,5430 S Calumet Ave,"<[OK] Bing - Geocode [5430 S Calumet Ave, Chicago, IL 60615]>","[41.79551068076017, -87.61766828608654]",Address,"5430 S Calumet Ave, Chicago, IL 60615"
3862,601 S Clark St,"<[OK] Bing - Geocode [601 S Clark St, Chicago, IL 60605]>","[41.874263, -87.630362]",Address,"601 S Clark St, Chicago, IL 60605"
3863,S Desplaines St And W Kinzie St,"<[OK] Bing - Geocode [S Desplaines St, Chicago, IL 60661]>","[41.8777902, -87.6439784499873]",RoadBlock,"S Desplaines St, Chicago, IL 60661"
3864,S Forrestville Ave And E 51st St,"<[OK] Bing - Geocode [S Forrestville Ave & E 51st St, Chicago, IL 60615]>","[41.8021426, -87.612526]",RoadIntersection,"S Forrestville Ave & E 51st St, Chicago, IL 60615"
3865,S Indiana Ave And E 111th St,"<[OK] Bing - Geocode [S Indiana Ave & E 111th St, Chicago, IL 60628]>","[41.692648, -87.61826]",RoadIntersection,"S Indiana Ave & E 111th St, Chicago, IL 60628"
3866,S Jeffery Blvd And E 83rd St,"<[OK] Bing - Geocode [S Jeffery Blvd & E 83rd St, Chicago, IL 60617]>","[41.744338, -87.575863]",RoadIntersection,"S Jeffery Blvd & E 83rd St, Chicago, IL 60617"
3867,S Longwood Dr And W 116th Pl,"<[OK] Bing - Geocode [S Longwood Dr & W 116th Pl, Chicago, IL 60643]>","[41.68189, -87.674409]",RoadIntersection,"S Longwood Dr & W 116th Pl, Chicago, IL 60643"
3868,N Nagel And W Catalpa Ave,"<[OK] Bing - Geocode [W Catalpa Ave, Chicago, IL 60656]>","[41.9790966617458, -87.8094396940493]",RoadBlock,"W Catalpa Ave, Chicago, IL 60656"
3869,N Mont Clare Ave And W Carmen Ave,"<[OK] Bing - Geocode [N Mont Clare Ave & W Carmen Ave, Chicago, IL 60656]>","[41.9737075, -87.8047601]",RoadIntersection,"N Mont Clare Ave & W Carmen Ave, Chicago, IL 60656"
3870,N Southport Ave And W Henderson St,"<[OK] Bing - Geocode [N Southport Ave & W Henderson St, Chicago, IL 60657]>","[41.942524, -87.663885]",RoadIntersection,"N Southport Ave & W Henderson St, Chicago, IL 60657"
3871,N Mcalpin Ave And N Sioux Ave,"<[OK] Bing - Geocode [N McAlpin Ave & N Sioux Ave, Chicago, IL 60646]>","[42.0098822, -87.7787499]",RoadIntersection,"N McAlpin Ave & N Sioux Ave, Chicago, IL 60646"
3872,N Melvina Ave And W Palmer St,"<[OK] Bing - Geocode [N Melvina Ave & W Palmer St, Chicago, IL 60639]>","[41.9201277, -87.7804723]",RoadIntersection,"N Melvina Ave & W Palmer St, Chicago, IL 60639"
3873,E Burton Pl And N Astor St,"<[OK] Bing - Geocode [E Burton Pl & N Astor St, Chicago, IL 60610]>","[41.9094943, -87.6276]",RoadIntersection,"E Burton Pl & N Astor St, Chicago, IL 60610"
3874,110 E Delaware Pl,"<[OK] Bing - Geocode [110 E Delaware Pl, Chicago, IL 60611]>","[41.899384, -87.625699]",Address,"110 E Delaware Pl, Chicago, IL 60611"
3875,75 E Jackson Blvd,"<[OK] Bing - Geocode [75 E Jackson Blvd, Chicago, IL 60604]>","[41.878164, -87.624762]",Address,"75 E Jackson Blvd, Chicago, IL 60604"
3876,E Ohio St And N Michigan Ave,"<[OK] Bing - Geocode [E Ohio St & N Michigan Ave, Chicago, IL 60611]>","[41.892558, -87.624101]",RoadIntersection,"E Ohio St & N Michigan Ave, Chicago, IL 60611"
3877,532 N Artesian Ave,"<[OK] Bing - Geocode [532 N Artesian Ave, Chicago, IL 60612]>","[41.89131212516226, -87.68805032519909]",Address,"532 N Artesian Ave, Chicago, IL 60612"
3878,N Austin Ave And W Addison St,"<[OK] Bing - Geocode [N Austin Ave & W Addison St, Chicago, IL 60634]>","[41.945791, -87.776466]",RoadIntersection,"N Austin Ave & W Addison St, Chicago, IL 60634"
3879,N Campbell Ave And W Belden Ave,"<[OK] Bing - Geocode [N Campbell Ave, Chicago, IL 60645]>","[42.0172290500001, -87.6925516999624]",RoadBlock,"N Campbell Ave, Chicago, IL 60645"
3880,N Central Ave And W Fullerton Ave,"<[OK] Bing - Geocode [N Central Ave & W Fullerton Ave, Chicago, IL 60639]>","[41.923949, -87.765979]",RoadIntersection,"N Central Ave & W Fullerton Ave, Chicago, IL 60639"
3881,N Cicero Ave And N Caldwell Ave,"<[OK] Bing - Geocode [N Cicero Ave & N Caldwell Ave, Chicago, IL 60646]>","[41.9887537, -87.7483266]",RoadIntersection,"N Cicero Ave & N Caldwell Ave, Chicago, IL 60646"
3882,N Cleveland Ave And W Fullerton Pkwy,"<[OK] Bing - Geocode [N Cleveland Ave & W Fullerton Pkwy, Chicago, IL 60614]>","[41.92559, -87.641444]",RoadIntersection,"N Cleveland Ave & W Fullerton Pkwy, Chicago, IL 60614"
3883,N California Ave And W Schubert Ave,"<[OK] Bing - Geocode [N California Ave & W Schubert Ave, Chicago, IL 60647]>","[41.930299, -87.697559]",RoadIntersection,"N California Ave & W Schubert Ave, Chicago, IL 60647"
3884,N Greenview Ave And W Potomac Ave,"<[OK] Bing - Geocode [N Greenview Ave & W Potomac Ave, Chicago, IL 60642]>","[41.905173, -87.665074]",RoadIntersection,"N Greenview Ave & W Potomac Ave, Chicago, IL 60642"
3885,N Hamlin Ave And W Dickens Ave,"<[OK] Bing - Geocode [N Hamlin Ave & W Dickens Ave, Chicago, IL 60647]>","[41.91908685, -87.7216988]",RoadIntersection,"N Hamlin Ave & W Dickens Ave, Chicago, IL 60647"
3886,4647 N Keating Ave,"<[OK] Bing - Geocode [4647 N Keating Ave, Chicago, IL 60630]>","[41.965802, -87.746093]",Address,"4647 N Keating Ave, Chicago, IL 60630"
3887,N Kedzie Ave And N Milwaukee Ave,"<[OK] Bing - Geocode [N Kedzie Ave & N Milwaukee Ave, Chicago, IL 60647]>","[41.92891255, -87.70738245]",RoadIntersection,"N Kedzie Ave & N Milwaukee Ave, Chicago, IL 60647"
3888,N Kercheval Ave And N Rogers Ave,"<[OK] Bing - Geocode [N Kercheval Ave & N Rogers Ave, Chicago, IL 60646]>","[41.9844147, -87.743543]",RoadIntersection,"N Kercheval Ave & N Rogers Ave, Chicago, IL 60646"
3889,N Laramie Ave And W Schubert Ave,"<[OK] Bing - Geocode [N Laramie Ave & W Schubert Ave, Chicago, IL 60639]>","[41.929613, -87.756353]",RoadIntersection,"N Laramie Ave & W Schubert Ave, Chicago, IL 60639"
3890,N Elston Ave And N Lotus Ave,"<[OK] Bing - Geocode [N Elston Ave & N Lotus Ave, Chicago, IL 60630]>","[41.982994950000005, -87.7646263]",RoadIntersection,"N Elston Ave & N Lotus Ave, Chicago, IL 60630"
3891,N Rockwell St And W Le Moyne St,"<[OK] Bing - Geocode [N Rockwell St & W Le Moyne St, Chicago, IL 60622]>","[41.90846, -87.692047]",RoadIntersection,"N Rockwell St & W Le Moyne St, Chicago, IL 60622"
3892,N Pulaski Rd And W Bryn Mawr Ave,"<[OK] Bing - Geocode [N Pulaski Rd & W Bryn Mawr Ave, Chicago, IL 60625]>","[41.9828425, -87.7284579]",RoadIntersection,"N Pulaski Rd & W Bryn Mawr Ave, Chicago, IL 60625"
3893,N Ozanam Ave And W Gregory St,"<[OK] Bing - Geocode [N Ozanam Ave & W Gregory St, Chicago, IL 60656]>","[41.980526, -87.821766]",RoadIntersection,"N Ozanam Ave & W Gregory St, Chicago, IL 60656"
3894,N Odell Ave And W Jarvis Ave,"<[OK] Bing - Geocode [N Odell Ave & W Jarvis Ave, Chicago, IL 60631]>","[42.0152544, -87.8102932]",RoadIntersection,"N Odell Ave & W Jarvis Ave, Chicago, IL 60631"
3895,N Springfield Ave And W Cornelia Ave,"<[OK] Bing - Geocode [N Springfield Ave & W Cornelia Ave, Chicago, IL 60618]>","[41.944586, -87.724881]",RoadIntersection,"N Springfield Ave & W Cornelia Ave, Chicago, IL 60618"
3896,N Racine Ave And W Belmont Ave,"<[OK] Bing - Geocode [N Racine Ave & W Belmont Ave, Chicago, IL 60657]>","[41.9398663, -87.6589761]",RoadIntersection,"N Racine Ave & W Belmont Ave, Chicago, IL 60657"
3897,177 N State St,"<[OK] Bing - Geocode [177 N State St, Chicago, IL 60601]>","[41.88556, -87.627653]",Address,"177 N State St, Chicago, IL 60601"
3898,S Loomis St And W 16th St,"<[OK] Bing - Geocode [S Loomis St & W 16th St, Chicago, IL 60608]>","[41.859696, -87.661367]",RoadIntersection,"S Loomis St & W 16th St, Chicago, IL 60608"
3899,N Western Ave And W Grand Ave,"<[OK] Bing - Geocode [N Western Ave, West Deerfield, IL 60045]>","[42.2630996000013, -87.8440713499841]",RoadBlock,"N Western Ave, West Deerfield, IL 60045"
3900,S Bishop St And W 112th Pl,"<[OK] Bing - Geocode [S Bishop St & W 112th Pl, Chicago, IL 60643]>","[41.689291, -87.65849]",RoadIntersection,"S Bishop St & W 112th Pl, Chicago, IL 60643"
3901,S Canal St And W Adams St,"<[OK] Bing - Geocode [S Canal St & W Adams St, Chicago, IL 60606]>","[41.879311, -87.63964]",RoadIntersection,"S Canal St & W Adams St, Chicago, IL 60606"
3902,S Clinton St And W Kinzie St,"<[OK] Bing - Geocode [S Clinton St, Chicago, IL 60607]>","[41.8716660000019, -87.6408519998788]",RoadBlock,"S Clinton St, Chicago, IL 60607"
3903,S Dorchester Ave And E 59th St,"<[OK] Bing - Geocode [S Dorchester Ave & E 59th St, Chicago, IL 60637]>","[41.787883, -87.5915042]",RoadIntersection,"S Dorchester Ave & E 59th St, Chicago, IL 60637"
3904,S Harper Ave And E 59th St,"<[OK] Bing - Geocode [S Harper Ave & E 59th St, Chicago, IL 60637]>","[41.787924, -87.589127]",RoadIntersection,"S Harper Ave & E 59th St, Chicago, IL 60637"
3905,S Jefferson St And W Monroe St,"<[OK] Bing - Geocode [S Jefferson St & W Monroe St, Chicago, IL 60661]>","[41.880541, -87.64261]",RoadIntersection,"S Jefferson St & W Monroe St, Chicago, IL 60661"
3906,6253 S Kenwood Ave,"<[OK] Bing - Geocode [6253 S Kenwood Ave, Chicago, IL 60637]>","[41.781633579505744, -87.59302564061927]",Address,"6253 S Kenwood Ave, Chicago, IL 60637"
3907,N Virginia Ave And W Berwyn Ave,"<[OK] Bing - Geocode [N Virginia Ave & W Berwyn Ave, Chicago, IL 60625]>","[41.9776108, -87.7034212]",RoadIntersection,"N Virginia Ave & W Berwyn Ave, Chicago, IL 60625"
3908,N Morgan St And W Chicago Ave,"<[OK] Bing - Geocode [N Morgan St & W Chicago Ave, Chicago, IL 60642]>","[41.89635, -87.652601]",RoadIntersection,"N Morgan St & W Chicago Ave, Chicago, IL 60642"
3909,N Mendota Ave And N Mason Ave,"<[OK] Bing - Geocode [N Mendota Ave & N Mason Ave, Chicago, IL 60646]>","[42.008786, -87.7742089]",RoadIntersection,"N Mendota Ave & N Mason Ave, Chicago, IL 60646"
3910,N Mcalpin Ave And N Leoti Ave,"<[OK] Bing - Geocode [N McAlpin Ave & N Leoti Ave, Chicago, IL 60646]>","[42.0085164, -87.782092]",RoadIntersection,"N McAlpin Ave & N Leoti Ave, Chicago, IL 60646"
3911,E Chicago Ave And N Clark St,"<[OK] Bing - Geocode [E Chicago Ave, Chicago, IL 60611]>","[41.8967831662217, -87.6209310382952]",RoadBlock,"E Chicago Ave, Chicago, IL 60611"
3912,E Goethe St And N Astor St,"<[OK] Bing - Geocode [E Goethe St & N Astor St, Chicago, IL 60610]>","[41.905838, -87.627309]",RoadIntersection,"E Goethe St & N Astor St, Chicago, IL 60610"
3913,E North Ave And N Astor St,"<[OK] Bing - Geocode [E North Ave & N Astor St, Chicago, IL 60610]>","[41.9112521, -87.6276485]",RoadIntersection,"E North Ave & N Astor St, Chicago, IL 60610"
3914,E Schiller St And N Astor St,"<[OK] Bing - Geocode [E Schiller St & N Astor St, Chicago, IL 60610]>","[41.9078149, -87.6275602]",RoadIntersection,"E Schiller St & N Astor St, Chicago, IL 60610"
3915,N Austin Ave And W Nelson St,"<[OK] Bing - Geocode [N Austin Ave & W Nelson St, Chicago, IL 60634]>","[41.935721, -87.776092]",RoadIntersection,"N Austin Ave & W Nelson St, Chicago, IL 60634"
3916,4670 N Broadway,"<[OK] Bing - Geocode [4670 N Broadway, Chicago, IL 60640]>","[41.967034583851444, -87.65858831773743]",Address,"4670 N Broadway, Chicago, IL 60640"
3917,N California Ave And W Henderson St,"<[OK] Bing - Geocode [N California Ave & W Henderson St, Chicago, IL 60618]>","[41.941891, -87.697866]",RoadIntersection,"N California Ave & W Henderson St, Chicago, IL 60618"
3918,N Campbell Ave And W North Ave,"<[OK] Bing - Geocode [N Campbell Ave & W North Ave, Chicago, IL 60647]>","[41.910258, -87.689651]",RoadIntersection,"N Campbell Ave & W North Ave, Chicago, IL 60647"
3919,N Cicero Ave And W Berteau Ave,"<[OK] Bing - Geocode [N Cicero Ave & W Berteau Ave, Chicago, IL 60641]>","[41.956503, -87.747324]",RoadIntersection,"N Cicero Ave & W Berteau Ave, Chicago, IL 60641"
3920,E Banks St And N Astor St,"<[OK] Bing - Geocode [E Banks St & N Astor St, Chicago, IL 60610]>","[41.9067762, -87.6275219]",RoadIntersection,"E Banks St & N Astor St, Chicago, IL 60610"
3921,N Elston Ave And N Lynch Ave,"<[OK] Bing - Geocode [N Elston Ave & N Lynch Ave, Chicago, IL 60630]>","[41.981074, -87.7612222]",RoadIntersection,"N Elston Ave & N Lynch Ave, Chicago, IL 60630"
3922,1534 N Halsted St,"<[OK] Bing - Geocode [1534 N Halsted St, Chicago, IL 60642]>","[41.909713, -87.64836]",Address,"1534 N Halsted St, Chicago, IL 60642"
3923,N Harding Ave And W Chicago Ave,"<[OK] Bing - Geocode [N Harding Ave & W Chicago Ave, Chicago, IL 60651]>","[41.895412, -87.724862]",RoadIntersection,"N Harding Ave & W Chicago Ave, Chicago, IL 60651"
3924,N Kasson Ave And N Keystone Ave,"<[OK] Bing - Geocode [N Kasson Ave & N Keystone Ave, Chicago, IL 60630]>","[41.9617021, -87.7290538]",RoadIntersection,"N Kasson Ave & N Keystone Ave, Chicago, IL 60630"
3925,N Keating Ave And W Lawrence Ave,"<[OK] Bing - Geocode [N Keating Ave & W Lawrence Ave, Chicago, IL 60630]>","[41.968071, -87.746513]",RoadIntersection,"N Keating Ave & W Lawrence Ave, Chicago, IL 60630"
3926,N Kedzie Blvd And W Fullerton Ave,"<[OK] Bing - Geocode [N Kedzie Blvd & W Fullerton Ave, Chicago, IL 60647]>","[41.92468, -87.707181]",RoadIntersection,"N Kedzie Blvd & W Fullerton Ave, Chicago, IL 60647"
3927,N Laramie Ave And W Belden Ave,"<[OK] Bing - Geocode [N Laramie Ave & W Belden St, Chicago, IL 60639]>","[41.922285, -87.756086]",RoadIntersection,"N Laramie Ave & W Belden St, Chicago, IL 60639"
3928,N Long Ave And W Montrose Ave,"<[OK] Bing - Geocode [N Long Ave & W Montrose Ave, Chicago, IL 60641]>","[41.960558, -87.7623141]",RoadIntersection,"N Long Ave & W Montrose Ave, Chicago, IL 60641"
3929,N Cumberland Ave And W Sunnyside Ave,"<[OK] Bing - Geocode [N Cumberland Ave & W Sunnyside Ave, Chicago, IL 60656]>","[41.961603, -87.836735]",RoadIntersection,"N Cumberland Ave & W Sunnyside Ave, Chicago, IL 60656"
3930,N Sacramento Blvd And W Augusta Blvd,"<[OK] Bing - Geocode [N Sacramento Blvd & W Augusta Blvd, Chicago, IL 60622]>","[41.899245, -87.702516]",RoadIntersection,"N Sacramento Blvd & W Augusta Blvd, Chicago, IL 60622"
3931,N Sacramento Ave And W Nelson St,"<[OK] Bing - Geocode [N Sacramento Ave & W Nelson St, Chicago, IL 60618]>","[41.937739, -87.702656]",RoadIntersection,"N Sacramento Ave & W Nelson St, Chicago, IL 60618"
3932,N Richmond St And W Wilson Ave,"<[OK] Bing - Geocode [N Richmond St & W Wilson Ave, Chicago, IL 60625]>","[41.964776, -87.702275]",RoadIntersection,"N Richmond St & W Wilson Ave, Chicago, IL 60625"
3933,N Newark Ave And W Thorndale Ave,"<[OK] Bing - Geocode [N Newark Ave & W Thorndale Ave, Chicago, IL 60631]>","[41.9881887, -87.7966176]",RoadIntersection,"N Newark Ave & W Thorndale Ave, Chicago, IL 60631"
3934,N Pacific Ave And W Grace St,"<[OK] Bing - Geocode [N Pacific Ave & W Grace St, Chicago, IL 60634]>","[41.9486684, -87.8268349]",RoadIntersection,"N Pacific Ave & W Grace St, Chicago, IL 60634"
3935,N Oketo Ave And W Waveland Ave,"<[OK] Bing - Geocode [N Oketo Ave & W Waveland Ave, Chicago, IL 60634]>","[41.946669, -87.8119]",RoadIntersection,"N Oketo Ave & W Waveland Ave, Chicago, IL 60634"
3936,N Sedgwick St And W Grant Pl,"<[OK] Bing - Geocode [N Sedgwick St & W Grant Pl, Chicago, IL 60614]>","[41.9228697, -87.638956]",RoadIntersection,"N Sedgwick St & W Grant Pl, Chicago, IL 60614"
3937,N Pulaski Rd And W Addison St,"<[OK] Bing - Geocode [N Pulaski Rd & W Addison St, Chicago, IL 60641]>","[41.946395, -87.727401]",RoadIntersection,"N Pulaski Rd & W Addison St, Chicago, IL 60641"
3938,N Southport Ave And W Addison St,"<[OK] Bing - Geocode [N Southport Ave & W Addison St, Chicago, IL 60613]>","[41.947096, -87.664008]",RoadIntersection,"N Southport Ave & W Addison St, Chicago, IL 60613"
3939,S Blue Island Ave And W 16th St,"<[OK] Bing - Geocode [S Blue Island Ave & W 16th St, Chicago, IL 60608]>","[41.859725, -87.659511]",RoadIntersection,"S Blue Island Ave & W 16th St, Chicago, IL 60608"
3940,N Troy St And W Diversey Ave,"<[OK] Bing - Geocode [N Troy St & W Diversey Ave, Chicago, IL 60647]>","[41.932056, -87.706175]",RoadIntersection,"N Troy St & W Diversey Ave, Chicago, IL 60647"
3941,N Virginia Ave And W Gregory St,"<[OK] Bing - Geocode [N Virginia Ave & W Gregory St, Chicago, IL 60625]>","[41.982177, -87.704779]",RoadIntersection,"N Virginia Ave & W Gregory St, Chicago, IL 60625"
3942,N Western Ave And N Kennedy Expy Ob,"<[OK] Bing - Geocode [N Western Ave & Kennedy Expy E, Chicago, IL 60647]>","[41.9247095, -87.682326]",RoadIntersection,"N Western Ave & Kennedy Expy E, Chicago, IL 60647"
3943,S Blackstone Ave And E 59th St,"<[OK] Bing - Geocode [S Blackstone Ave & E 59th St, Chicago, IL 60637]>","[41.787911, -87.590165]",RoadIntersection,"S Blackstone Ave & E 59th St, Chicago, IL 60637"
3944,S Clark St And W 17th St,"<[OK] Bing - Geocode [S Clark St & W 17th St, Chicago, IL 60616]>","[41.858953, -87.630258]",RoadIntersection,"S Clark St & W 17th St, Chicago, IL 60616"
3945,S Damen Ave And W 37th St,"<[OK] Bing - Geocode [S Damen Ave & W 37th St, Chicago, IL 60608]>","[41.831904, -87.675336]",RoadIntersection,"S Damen Ave & W 37th St, Chicago, IL 60608"
3946,S Elizabeth St And W 61st St,"<[OK] Bing - Geocode [S Elizabeth St & W 61st St, Chicago, IL 60636]>","[41.783241, -87.655762]",RoadIntersection,"S Elizabeth St & W 61st St, Chicago, IL 60636"
3947,S Hyde Park Blvd And E 55th St,"<[OK] Bing - Geocode [S Hyde Park Blvd & E 55th St, Chicago, IL 60615]>","[41.79527, -87.583921]",RoadIntersection,"S Hyde Park Blvd & E 55th St, Chicago, IL 60615"
