,Unnamed: 0,location_name,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
1820,2094,On N Orange Ave From W Addison St To W Cornelia Ave,N Orange Ave And W Addison St,N Orange Ave And W Cornelia Ave,"[41.945095, -87.824128]","[41.94312, -87.824034]",170311705001,170311707003
1821,2095,On N Pulaski Rd From W Diversey Ave To W Schubert Ave,N Pulaski Rd And W Diversey Ave,N Pulaski Rd And W Schubert Ave,"[41.931814, -87.726984]","[41.9299869, -87.7269123]",170312104002,170312207022
1822,2096,On N Racine Ave From W Chicago Ave To W Augusta Blvd,N Racine Ave And W Chicago Ave,N Racine Ave And W Augusta Blvd,"[41.896259, -87.657521]","[41.8998647, -87.6575942]",170318423001,170318423002
1823,2097,On N Ridgeway Ave From W George St To W Diversey Ave,N Ridgeway Ave And W George St,N Ridgeway Ave And W Diversey Ave,"[41.933715, -87.720913]","[41.931891, -87.720864]",170312105022,170312105021
1824,2098,On N Sacramento Ave From W Farwell Ave To W Pratt Blvd,N Sacramento Ave And W Farwell Ave,N Sacramento Ave And W Pratt Blvd,"[42.0056371, -87.7045991]","[42.004747, -87.704611]",170310203012,170310203012
1825,2099,On N Sandburg Ter From W Germania Pl To N 1577,N Sandburg Ter And W Germania Pl,1577 N Sandburg Ter,"[41.9104131, -87.6324518]","[41.910822110068736, -87.6324172309468]",170310802012,170310802012
1826,2100,On N Sheffield Ave From W Nelson St To W Belmont Ave,N Sheffield Ave And W Nelson St,N Sheffield Ave And W Belmont Ave,"[41.937172, -87.654]","[41.939941, -87.65409]",170310630001,170310621003
1827,2101,On N State St From W Chicago Ave To N 333,N State St And W Chicago Ave,333 N State St,"[41.8966859, -87.6281876]","[41.888583499800504, -87.62803620289388]",170310812012,170310815003
1828,2102,On N Trumbull Ave From W Chicago Ave To W Franklin Blvd,N Trumbull Ave And W Chicago Ave,N Trumbull Ave And W Franklin Blvd,"[41.8955242, -87.7126651]","[41.890251, -87.712518]",170318366001,170312315002
1829,2103,On N Washtenaw Ave From W Wabansia Ave To W Le Moyne St,N Washtenaw Ave And W Wabansia Ave,N Washtenaw Ave And W Le Moyne St,"[41.912075, -87.694581]","[41.908433, -87.694472]",170312407001,170312410001
1830,2104,On S Avalon Ave From E 92nd St To E 93rd St,S Avalon Ave And E 92nd St,S Avalon Ave And E 93rd St,"[41.7276866, -87.5936989]","[41.725869, -87.593678]",170314701002,170314701002
1831,2105,On S Blue Island Ave From S Leavitt St To S Western Ave,S Blue Island Ave And S Leavitt St,S Blue Island Ave And S Western Ave,"[41.8466804, -87.6806099]","[41.8449468, -87.68519549999999]",170318413003,170318413003
1832,2106,On S Calumet Ave From E Garfield Blvd To S 5430,S Calumet Ave And E Garfield Blvd,5430 S Calumet Ave,"[41.7948, -87.617582]","[41.79551068076017, -87.61766828608654]",170314003001,170314003001
1833,2107,On S Clark St From W Harrison St To S 601,S Clark St And W Harrison St,601 S Clark St,"[41.8745117, -87.6306724]","[41.874263, -87.630362]",170318390001,170318390001
1834,2109,On S Forrestville Ave From E 50th St To E 51st St,S Forrestville Ave And E 50th St,S Forrestville Ave And E 51st St,"[41.803967, -87.612554]","[41.8021426, -87.612526]",170313819001,170318361003
1835,2110,On S Indiana Ave From E 107th St To E 111th St,S Indiana Ave And E 107th St,S Indiana Ave And E 111th St,"[41.699939, -87.618445]","[41.692648, -87.61826]",170314909022,170314914003
1836,2111,On S Jeffery Blvd From E 80th St To E 83rd St,S Jeffery Blvd And E 80th St,S Jeffery Blvd And E 83rd St,"[41.749793, -87.575957]","[41.744338, -87.575863]",170314605007,170314503002
1837,2112,On S Longwood Dr From W 115th St To W 116th Pl,S Longwood Dr And W 115th St,S Longwood Dr And W 116th Pl,"[41.684635, -87.673436]","[41.68189, -87.674409]",170317505001,170317505002
1838,2114,On N Mont Clare Ave From W Foster Ave To W Carmen Ave,N Mont Clare Ave And W Foster Ave,N Mont Clare Ave And W Carmen Ave,"[41.975469, -87.804736]","[41.9737075, -87.8047601]",170311007005,170311007005
1839,2115,On N Southport Ave From W School St To W Henderson St,N Southport Ave And W School St,N Southport Ave And W Henderson St,"[41.94162, -87.663882]","[41.942524, -87.663885]",170310624001,170310623001
1840,2116,On N Mcalpin Ave From N Hiawatha Ave To N Sioux Ave,N Mcalpin Ave And N Hiawatha Ave,N Mcalpin Ave And N Sioux Ave,"[42.00936, -87.779795]","[42.0098822, -87.7787499]",170311201001,170311201001
1841,2117,On N Melvina Ave From W Grand Ave To W Palmer St,N Melvina Ave And W Grand Ave,N Melvina Ave And W Palmer St,"[41.921475, -87.780464]","[41.9201277, -87.7804723]",170311913011,170311913013
1842,2118,On E Burton Pl From N State Pkwy To N Astor St,E Burton Pl And N State Pkwy,E Burton Pl And N Astor St,"[41.9094779, -87.6288301]","[41.9094943, -87.6276]",170310801005,170310801005
1843,2119,On E Delaware Pl From N Michigan Ave To E 110,E Delaware Pl And N Michigan Ave,110 E Delaware Pl,"[41.899232, -87.624204]","[41.899384, -87.625699]",170310812011,170310812011
1844,2120,On E Jackson Blvd From S Wabash Ave To E 75,E Jackson Blvd And S Wabash Ave,75 E Jackson Blvd,"[41.87825, -87.626068]","[41.878164, -87.624762]",170313204001,170313204001
1845,2121,On E Ohio St From N State St To N Michigan Ave,E Ohio St And N State St,E Ohio St And N Michigan Ave,"[41.892492, -87.628083]","[41.892558, -87.624101]",170310815001,170310814033
1846,2122,On N Artesian Ave From W Ohio St To N 532,N Artesian Ave And W Ohio St,532 N Artesian Ave,"[41.892111, -87.688015]","[41.89131212516226, -87.68805032519909]",170312428001,170312428001
1847,2123,On N Austin Ave From W Waveland Ave To W Addison St,N Austin Ave And W Waveland Ave,N Austin Ave And W Addison St,"[41.947589, -87.776547]","[41.945791, -87.776466]",170311506003,170311506003
1848,2124,On N Campbell Ave From W Fullerton Ave To W Belden Ave,N Campbell Ave And W Fullerton Ave,N Campbell Ave And W Belden Ave,"[41.924922, -87.690082]","[41.923259, -87.689327]",170318309002,170312215001
1849,2125,On N Central Ave From W Wrightwood Ave To W Fullerton Ave,N Central Ave And W Wrightwood Ave,N Central Ave And W Fullerton Ave,"[41.9276558, -87.7660928]","[41.923949, -87.765979]",170311907021,170311912002
1850,2126,On N Cicero Ave From W Glenlake Ave To N Caldwell Ave,N Cicero Ave And W Glenlake Ave,N Cicero Ave And N Caldwell Ave,"[41.9914013, -87.7483308]","[41.9887537, -87.7483266]",170311202004,170311202004
1851,2127,On N Cleveland Ave From W Belden Ave To W Fullerton Pkwy,N Cleveland Ave And W Belden Ave,N Cleveland Ave And W Fullerton Pkwy,"[41.923736, -87.641393]","[41.92559, -87.641444]",170310713001,170310701031
1852,2128,On N California Ave From W George St To W Schubert Ave,N California Ave And W George St,N California Ave And W Schubert Ave,"[41.9344172, -87.6976618]","[41.930299, -87.697559]",170312109002,170312203001
1853,2129,On N Lincoln Ave From W Peterson Ave To N Whipple St,N Lincoln Ave And W Peterson Ave,N Lincoln Ave And N Whipple St,"[41.990439, -87.707376]","[41.988983, -87.705137]",170310207024,170310207011
1854,2130,On N Greenview Ave From W Division St To W Potomac Ave,N Greenview Ave And W Division St,N Greenview Ave And W Potomac Ave,"[41.903401, -87.66501]","[41.905173, -87.665074]",170312416002,170312416002
1855,2131,On N Hamlin Ave From W Palmer St To W Dickens Ave,N Hamlin Ave And W Palmer St,N Hamlin Ave And W Dickens Ave,"[41.9208925, -87.7217882]","[41.91908685, -87.7216988]",170312209021,170312209011
1856,2132,On N Hiawatha Ave From N Jean Ave To N Loleta Ave,N Hiawatha Ave And N Jean Ave,N Hiawatha Ave And N Loleta Ave,"[42.0050874, -87.7740623]","[42.003764, -87.7712245]",170311201001,170311201002
1857,2133,On N Keating Ave From N 4700 To N 4647,4700 N Keating Ave,4647 N Keating Ave,"[41.973467632300256, -87.74697507738549]","[41.965802, -87.746093]",170311404005,170311601002
1858,2134,On N Kedzie Ave From W Diversey Ave To N Milwaukee Ave,N Kedzie Ave And W Diversey Ave,N Kedzie Ave And N Milwaukee Ave,"[41.932049, -87.707402]","[41.92891255, -87.70738245]",170312107002,170312205003
1859,2135,On N Kercheval Ave From N Kirby Ave To N Rogers Ave,N Kercheval Ave And N Kirby Ave,N Kercheval Ave And N Rogers Ave,"[41.9851252, -87.7450675]","[41.9844147, -87.743543]",170311203003,170311203003
1860,2136,On N Laramie Ave From W Diversey Ave To W Schubert Ave,N Laramie Ave And W Diversey Ave,N Laramie Ave And W Schubert Ave,"[41.931413, -87.75639]","[41.929613, -87.756353]",170311902004,170311907012
1861,2137,On N Lemont Ave From N Hiawatha Ave To N Ionia Ave,N Lemont Ave And N Hiawatha Ave,N Lemont Ave And N Ionia Ave,"[41.992139, -87.7464513]","[41.9937274, -87.7451063]",170311203004,170311203006
1862,2138,On N Elston Ave From N Luna Ave To N Lotus Ave,N Elston Ave And N Luna Ave,N Elston Ave And N Lotus Ave,"[41.9842237, -87.7667881]","[41.982994950000005, -87.7646263]",170311101001,170311101001
1863,2139,On N Sheridan Rd From W Howard St To W Birchwood Ave,N Sheridan Rd And W Howard St,N Sheridan Rd And W Birchwood Ave,"[42.019268, -87.666073]","[42.018218, -87.665768]",170310101003,170310103002
1864,2140,On N Sauganash Ave From N Tripp Ave To N Keeler Ave,N Sauganash Ave And N Tripp Ave,N Sauganash Ave And N Keeler Ave,"[41.9911921, -87.7352474]","[41.9906267, -87.7340204]",170311203002,170311203002
1865,2141,On N Sacramento Ave From W Jerome St To W Sherwin Ave,N Sacramento Ave And W Jerome St,N Sacramento Ave And W Sherwin Ave,"[42.018335, -87.70432]","[42.0146955, -87.7044184]",170310202003,170310202001
1866,2142,On N Rockwell St From W Wabansia Ave To W Le Moyne St,N Rockwell St And W Wabansia Ave,N Rockwell St And W Le Moyne St,"[41.912097, -87.692115]","[41.90846, -87.692047]",170312406001,170312411002
1867,2143,On N Oak Park Ave From W Byron St To W Grace St,N Oak Park Ave And W Byron St,N Oak Park Ave And W Grace St,"[41.950938, -87.796171]","[41.949119, -87.796105]",170311703001,170311703001
1868,2144,On N Pulaski Rd From W Peterson Ave To W Bryn Mawr Ave,N Pulaski Rd And W Peterson Ave,N Pulaski Rd And W Bryn Mawr Ave,"[41.9901482, -87.7286502]","[41.9828425, -87.7284579]",170311302001,170311302001
1869,2145,On N Ozanam Ave From W Bryn Mawr Ave To W Gregory St,N Ozanam Ave And W Bryn Mawr Ave,N Ozanam Ave And W Gregory St,"[41.981437, -87.821771]","[41.980526, -87.821766]",170311005004,170311005004
1870,2146,On N Odell Ave From W Chase Ave To W Jarvis Ave,N Odell Ave And W Chase Ave,N Odell Ave And W Jarvis Ave,"[42.0134361, -87.8102752]","[42.0152544, -87.8102932]",170310901002,170310901001
1871,2147,On N Springfield Ave From W Addison St To W Cornelia Ave,N Springfield Ave And W Addison St,N Springfield Ave And W Cornelia Ave,"[41.946423, -87.72495]","[41.944586, -87.724881]",170311609002,170318311003
1872,2148,On N Racine Ave From W Melrose St To W Belmont Ave,N Racine Ave And W Melrose St,N Racine Ave And W Belmont Ave,"[41.940737, -87.6589814]","[41.9398663, -87.6589761]",170310622002,170310623001
1873,2149,On N State St From W Lake St To N 177,N State St And W Lake St,177 N State St,"[41.8858344, -87.6280104]","[41.88556, -87.627653]",170318391001,170313201002
1874,2150,On S Loomis St From W 15th St To W 16th St,S Loomis St And W 15th St,S Loomis St And W 16th St,"[41.8615333, -87.6614108]","[41.859696, -87.661367]",170318429003,170318429001
1875,2151,On N Western Ave From N 404 To W Grand Ave,404 N Western Ave,N Western Ave And W Grand Ave,"[41.888777, -87.687006]","[41.890672, -87.686675]",170312428001,170312429002
1876,2152,On S Bishop St From W 109th Pl To W 112th Pl,S Bishop St And W 109th Pl,S Bishop St And W 112th Pl,"[41.694875, -87.658609]","[41.689291, -87.65849]",170317501003,170317506004
1877,2153,On S Blue Island Ave From S Racine Ave To W 15th St,S Blue Island Ave And S Racine Ave,S Blue Island Ave And W 15th St,"[41.863296, -87.65657]","[41.8616132, -87.6580339]",170312838001,170318429003
1878,2154,On S Canal St From W Monroe St To W Adams St,S Canal St And W Monroe St,S Canal St And W Adams St,"[41.880606, -87.639672]","[41.879311, -87.63964]",170312819003,170312819001
1879,2156,On S Dorchester Ave From E 58th St To E 59th St,S Dorchester Ave And E 58th St,S Dorchester Ave And E 59th St,"[41.789674, -87.591539]","[41.787883, -87.5915042]",170314111002,170314111002
1880,2158,On S Jefferson St From W Harrison St To W Monroe St,S Jefferson St And W Harrison St,S Jefferson St And W Monroe St,"[41.874329, -87.6424446]","[41.880541, -87.64261]",170318419001,170312819003
1881,2159,On S Kenwood Ave From E 61st St To S 6253,S Kenwood Ave And E 61st St,6253 S Kenwood Ave,"[41.7841846, -87.5931106]","[41.781633579505744, -87.59302564061927]",170314202001,170314202001
1882,2160,On N Natchez Ave From W Gregory St To W Catalpa Ave,N Natchez Ave And W Gregory St,N Natchez Ave And W Catalpa Ave,"[41.982048, -87.7889406]","[41.9810671, -87.7889758]",170311006001,170311006001
1883,2161,On N Virginia Ave From W Balmoral Ave To W Berwyn Ave,N Virginia Ave And W Balmoral Ave,N Virginia Ave And W Berwyn Ave,"[41.9794583, -87.7039384]","[41.9776108, -87.7034212]",170310403001,170310403002
1884,2162,On N Morgan St From W Huron St To W Chicago Ave,N Morgan St And W Huron St,N Morgan St And W Chicago Ave,"[41.895043, -87.652624]","[41.89635, -87.652601]",170312435002,170318423002
1885,2163,On N Mendota Ave From N Ionia Ave To N Mason Ave,N Mendota Ave And N Ionia Ave,N Mendota Ave And N Mason Ave,"[42.0081089, -87.7754839]","[42.008786, -87.7742089]",170311201001,170311201001
1886,2164,On N Mcalpin Ave From N Medford Ave To N Leoti Ave,N Mcalpin Ave And N Medford Ave,N Mcalpin Ave And N Leoti Ave,"[42.0077986, -87.7835585]","[42.0085164, -87.782092]",170311201004,170311201004
1887,2165,On E Chicago Ave From E 38  To N Clark St,E Chicago Ave And E 38 ,E Chicago Ave And N Clark St,"[41.8969151, -87.6265341]","[42.019424, -87.676265]",170310812012,"[42.019424, -87.676265]"
1888,2166,On E Goethe St From N State Pkwy To N Astor St,E Goethe St And N State Pkwy,E Goethe St And N Astor St,"[41.9058145, -87.6287349]","[41.905838, -87.627309]",170310801001,170310801007
1889,2167,On E North Ave From N State Pkwy To N Astor St,E North Ave And N State Pkwy,E North Ave And N Astor St,"[41.911222, -87.6288633]","[41.9112521, -87.6276485]",170310801004,170310715003
1890,2168,On E Schiller St From N State Pkwy To N Astor St,E Schiller St And N State Pkwy,E Schiller St And N Astor St,"[41.9078001, -87.6288027]","[41.9078149, -87.6275602]",170310802013,170310801003
1891,2169,On N Austin Ave From W Belmont Ave To W Nelson St,N Austin Ave And W Belmont Ave,N Austin Ave And W Nelson St,"[41.938456, -87.776192]","[41.935721, -87.776092]",170311512002,170311904021
1892,2170,On N Broadway From W Wilson Ave To N 4670,N Broadway And W Wilson Ave,4670 N Broadway,"[41.965435, -87.657475]","[41.967034583851444, -87.65858831773743]",170318307003,170318307003
1893,2171,On N California Ave From W Roscoe St To W Henderson St,N California Ave And W Roscoe St,N California Ave And W Henderson St,"[41.9428, -87.697907]","[41.941891, -87.697866]",170312101001,170312101001
1894,2172,On N Campbell Ave From W Wabansia Ave To W North Ave,N Campbell Ave And W Wabansia Ave,N Campbell Ave And W North Ave,"[41.912115, -87.689688]","[41.910258, -87.689651]",170312406001,170312411001
1895,2173,On N Central Park Ave From W Diversey Ave To W Fullerton Ave,N Central Park Ave And W Diversey Ave,N Central Park Ave And W Fullerton Ave,"[41.931932, -87.717187]","[41.924663, -87.716992]",170312106023,170312206012
1896,2174,On N Cicero Ave From W Montrose Ave To W Berteau Ave,N Cicero Ave And W Montrose Ave,N Cicero Ave And W Berteau Ave,"[41.9607426, -87.7475351]","[41.956503, -87.747324]",170318317001,170318317001
1897,2175,On E Banks St From N State Pkwy To N Astor St,E Banks St And N State Pkwy,E Banks St And N Astor St,"[41.9067722, -87.6287772]","[41.9067762, -87.6275219]",170310802023,170310801006
1898,2176,On N Elston Ave From W Bryn Mawr Ave To N Lynch Ave,N Elston Ave And W Bryn Mawr Ave,N Elston Ave And N Lynch Ave,"[41.9830509, -87.764528]","[41.981074, -87.7612222]",170311101001,170311101001
1899,2177,On N Halsted St From W Evergreen Ave To N 1534,N Halsted St And W Evergreen Ave,1534 N Halsted St,"[41.906417, -87.64814]","[41.909713, -87.64836]",170318422001,170318422001
1900,2178,On N Harding Ave From W Ohio St To W Chicago Ave,N Harding Ave And W Ohio St,N Harding Ave And W Chicago Ave,"[41.891724, -87.72473]","[41.895412, -87.724862]",170312315006,170312312005
1901,2179,On N Kasson Ave From N Karlov Ave To N Keystone Ave,N Kasson Ave And N Karlov Ave,N Kasson Ave And N Keystone Ave,"[41.9625709, -87.7303157]","[41.9617021, -87.7290538]",170311405003,170311405003
1902,2180,On N Keating Ave From W Leland Ave To W Lawrence Ave,N Keating Ave And W Leland Ave,N Keating Ave And W Lawrence Ave,"[41.9662373, -87.746472]","[41.968071, -87.746513]",170311601002,170311404005
1903,2181,On N Kedzie Blvd From W Wrightwood Ave To W Fullerton Ave,N Kedzie Blvd And W Wrightwood Ave,N Kedzie Blvd And W Fullerton Ave,"[41.928574, -87.707738]","[41.92468, -87.707181]",170312205002,170312212002
1904,2182,On N Laramie Ave From W Fullerton Ave To W Belden Ave,N Laramie Ave And W Fullerton Ave,N Laramie Ave And W Belden Ave,"[41.924168, -87.756138]","[41.922285, -87.756086]",170311908003,170311911005
1905,2183,On N Lincoln Ave From N Drake Ave To N St Louis Ave,N Lincoln Ave And N Drake Ave,N Lincoln Ave And N St Louis Ave,"[41.996589, -87.717445]","[41.9956109, -87.71645240000001]",170311301003,170311301003
1906,2184,On N Long Ave From W Agatite Ave To W Montrose Ave,N Long Ave And W Agatite Ave,N Long Ave And W Montrose Ave,"[41.961469, -87.7623455]","[41.960558, -87.7623141]",170311503002,170311503002
1907,2185,On N Cumberland Ave From W Lawrence Ave To W Sunnyside Ave,N Cumberland Ave And W Lawrence Ave,N Cumberland Ave And W Sunnyside Ave,"[41.9666233, -87.8366769]","[41.961603, -87.836735]","[41.9666233, -87.8366769]",170317608021
1908,2186,On N Sacramento Blvd From W Grand Ave To W Augusta Blvd,N Sacramento Blvd And W Grand Ave,N Sacramento Blvd And W Augusta Blvd,"[41.896664, -87.702502]","[41.899245, -87.702516]",170318366001,170312409001
