,project_number,location_name,year_range,from,to,from_lat_long,to_lat_long
3826,[170 -02] 38046,On S Langley Ave From E 106th St To E 108th St,2014-2018,S Langley Ave And E 106th St,S Langley Ave And E 108th St,"[41.701945, -87.606293]","[41.698249, -87.606149]"
3827,[170 -02] 38047,On E 93rd St From S Drexel Ave To S Ellis Ave,2014-2018,E 93rd St And S Drexel Ave,E 93rd St And S Ellis Ave,"[41.725759, -87.600936]","[41.725776, -87.599733]"
3828,[170 -02] 38047,On S Drexel Ave From E 90th St To E 93rd St,2014-2018,S Drexel Ave And E 90th St,S Drexel Ave And E 93rd St,"[41.7312076, -87.6006995]","[41.725759, -87.600936]"
3829,[170 -02] 38056,On W 57th St From S La Salle St To S Lafayette Ave,2014-2018,W 57th St And S La Salle St,W 57th St And S Lafayette Ave,"[41.790945, -87.629208]","[41.790981, -87.6267179]"
3830,[170 -02] 38056,5600-5659 S Lafayette Ave,2014-2018,5600 S Lafayette Ave,5659 S Lafayette Ave,"[41.792752, -87.627044]","[41.7931600995176, -87.62669193348832]"
3831,[170 -02] 38056,5600-5659 S Perry Ave,2014-2018,5600 S Perry Ave,5659 S Perry Ave,"[41.792736, -87.628039]","[41.79164394801173, -87.62767889045112]"
3832,[170 -02] 38113,On E 106th St From S Vernon Ave To S Rhodes Ave,2014-2018,E 106th St And S Vernon Ave,E 106th St And S Rhodes Ave,"[41.701846, -87.612414]","[41.701881, -87.609959]"
3833,[170 -02] 38113,On S Vernon Ave From E 107th St To E 106th St,2014-2018,S Vernon Ave And E 107th St,S Vernon Ave And E 106th St,"[41.700026, -87.612345]","[41.701846, -87.612414]"
3834,[170 -02] 38113,On E 108th St From S Vernon Ave To S Rhodes Ave,2014-2018,E 108th St And S Vernon Ave,E 108th St And S Rhodes Ave,"[41.698211, -87.612313]","[41.698244, -87.609853]"
3835,[170 -02] 38113,E 106th St And S Rhodes Ave,2014-2018,E 106th St And S Rhodes Ave,,"[41.701881, -87.609959]",
3836,[170 -02] 38113,On S Eberhart Ave From E 107th St To E 108th St,2014-2018,S Eberhart Ave And E 107th St,S Eberhart Ave And E 108th St,"[41.700044, -87.611131]","[41.698216, -87.611076]"
3837,[170 -02] 38382,On E Oakwood Blvd From S Langley Ave To S Vincennes Ave,2014-2018,E Oakwood Blvd And S Langley Ave,E Oakwood Blvd And S Vincennes Ave,"[41.822738, -87.609784]","[41.822698, -87.612877]"
3838,[170 -02] 38382,On S Langley Ave From E 40th St To E Oakwood Blvd,2014-2018,S Langley Ave And E 40th St,S Langley Ave And E Oakwood Blvd,"[41.821471, -87.609754]","[41.822738, -87.609784]"
3839,[170 -02] 38383,On W 107th St From S Wood St To S Hale Ave,2014-2018,W 107th St And S Wood St,W 107th St And S Hale Ave,"[41.699304, -87.666902]","[41.6992536, -87.6695405]"
3840,[170 -02] 38383,10600-10700 S Hale Ave,2014-2018,10600 S Hale Ave,10700 S Hale Ave,"[41.701310561067885, -87.66932127788428]","[41.69894193019143, -87.66904869154084]"
3841,[170 -02] 38386,On W Montrose Ave From N Narragansett Ave To N Austin Ave,2014-2018,W Montrose Ave And N Narragansett Ave,W Montrose Ave And N Austin Ave,"[41.9602162, -87.786825]","[41.9603599, -87.7770283]"
3842,[170 -02] 38386,W Montrose Ave And N Mobile Ave,2014-2018,W Montrose Ave And N Mobile Ave,,"[41.960265, -87.784335]",
3843,[170 -02] 38386,W Montrose Ave And N Mulligan Ave,2014-2018,W Montrose Ave And N Mulligan Ave,,"[41.960252, -87.785553]",
3844,[170 -02] 38387,On S Keeler Ave From W 58th St To W 55th St,2014-2018,S Keeler Ave And W 58th St,S Keeler Ave And W 55th St,"[41.7876941, -87.727874]","[41.793185, -87.728032]"
3845,[170 -02] 38387,On W 56th St From S Kedvale Ave To S Komensky Ave,2014-2018,W 56th St And S Kedvale Ave,W 56th St And S Komensky Ave,"[41.791397, -87.726745]","[41.791422, -87.72431]"
3846,[170 -02] 38387,On W 57th St From S Keeler Ave To S Tripp Ave,2014-2018,W 57th St And S Keeler Ave,W 57th St And S Tripp Ave,"[41.78951, -87.7279276]","[41.789486, -87.7291722]"
3847,[170 -02] 38390,On S Eggleston Ave From W 124th St To W 126th St,2014-2018,S Eggleston Ave And W 124th St,S Eggleston Ave And W 126th St,"[41.668803, -87.63319]","[41.665163, -87.633003]"
3848,[170 -02] 38390,On S Parnell Ave From W 123rd St To W 124th St,2014-2018,S Parnell Ave And W 123rd St,S Parnell Ave And W 124th St,"[41.670596, -87.635668]","[41.668773, -87.635609]"
3849,[170 -02] 38390,On W 125th St From S Parnell Ave To S Wentworth Ave,2014-2018,W 125th St And S Parnell Ave,W 125th St And S Wentworth Ave,"[41.666975, -87.635539]","[41.667055, -87.627123]"
3850,[170 -02] 38406,On S Natoma Ave From W 57th St To W 56th St,2014-2018,S Natoma Ave And W 57th St,S Natoma Ave And W 56th St,"[41.788582, -87.787736]","[41.790433, -87.787807]"
3851,[170 -02] 38406,On W 57th St From S Nashville Ave To S Natoma Ave,2014-2018,W 57th St And S Nashville Ave,W 57th St And S Natoma Ave,"[41.788607, -87.786485]","[41.788582, -87.787736]"
3852,[170 -02] 38406,On W 56th St From S Natoma Ave To S Neva Ave,2014-2018,W 56th St And S Natoma Ave,W 56th St And S Neva Ave,"[41.790433, -87.787807]","[41.7902299, -87.8001942]"
3853,[170 -02] 38406,On W 56th St From S Nottingham Ave To S New England Ave,2014-2018,W 56th St And S Nottingham Ave,W 56th St And S New England Ave,"[41.7902499, -87.7989121]","[41.790314, -87.793908]"
3854,[170 -02] 38407,On N Central Ave From W Berteau Ave To W Sunnyside Ave,2014-2018,N Central Ave And W Berteau Ave,N Central Ave And W Sunnyside Ave,"[41.9568465, -87.7670961]","[41.962368, -87.767271]"
3855,[170 -02] 38407,N Central Ave And W Montrose Ave,2014-2018,N Central Ave And W Montrose Ave,,"[41.960498, -87.767213]",
3856,[170 -02] 38409,On N Olcott Ave From W Belmont Ave To W Barry Ave,2014-2018,N Olcott Ave And W Belmont Ave,N Olcott Ave And W Barry Ave,"[41.937977, -87.814048]","[41.936209, -87.81398]"
3857,[170 -02] 38409,On W Barry Ave From N Oriole Ave To N Oketo Ave,2014-2018,W Barry Ave And N Oriole Ave,W Barry Ave And N Oketo Ave,"[41.936138, -87.816424]","[41.936254, -87.811541]"
3858,[170 -02] 38412,On S Bishop St From W 116th St To W 118th St,2014-2018,S Bishop St And W 116th St,S Bishop St And W 118th St,"[41.683051, -87.657893]","[41.6794067, -87.6577913]"
3859,[170 -02] 38412,On W 116th St From S Bishop St To S Justine St,2014-2018,W 116th St And S Bishop St,W 116th St And S Justine St,"[41.683051, -87.657893]","[41.683022, -87.660347]"
3860,[170 -02] 38412,On W 116th St From S Ada St To S Elizabeth St,2014-2018,W 116th St And S Ada St,W 116th St And S Elizabeth St,"[41.68308, -87.655486]","[41.683115, -87.653049]"
3861,[170 -02] 38412,On W 118th St From S Bishop St To S Justine St,2014-2018,W 118th St And S Bishop St,W 118th St And S Justine St,"[41.6794067, -87.6577913]","[41.679375, -87.66025]"
3862,[170 -02] 38412,On W 116th St From S Bishop St To S Ada St,2014-2018,W 116th St And S Bishop St,W 116th St And S Ada St,"[41.683051, -87.657893]","[41.68308, -87.655486]"
3863,[170 -02] 38413,On S Honore St From W 48th St To W 45th St,2014-2018,S Honore St And W 48th St,S Honore St And W 45th St,"[41.806724, -87.671015]","[41.8121442, -87.6711304]"
3864,[170 -02] 38413,On W 45th St From S Wolcott Ave To S Hermitage Ave,2014-2018,W 45th St And S Wolcott Ave,W 45th St And S Hermitage Ave,"[41.8121552, -87.6723347]","[41.8122047, -87.6686967]"
3865,[170 -02] 38413,On W 46th St From S Damen Ave To S Honore St,2014-2018,W 46th St And S Damen Ave,W 46th St And S Honore St,"[41.8103321, -87.6750068]","[41.8103543, -87.6710863]"
3866,[170 -02] 38415,On N Octavia Ave From W Jarvis Ave To W Birchwood Ave,2014-2018,N Octavia Ave And W Jarvis Ave,N Octavia Ave And W Birchwood Ave,"[42.0152903, -87.8090486]","[42.017087, -87.809024]"
3867,[170 -02] 38415,On W Jarvis Ave From N Oriole Ave To N Overhill Ave,2014-2018,W Jarvis Ave And N Oriole Ave,W Jarvis Ave And N Overhill Ave,"[42.0160414000167, -87.6692769000023]","[42.0150532, -87.8187831]"
3868,[170 -02] 38415,On N Oriole Ave From W Jarvis Ave To W Birchwood Ave,2014-2018,N Oriole Ave And W Jarvis Ave,N Oriole Ave And W Birchwood Ave,"[42.015095, -87.8163764]","[42.016936, -87.816354]"
3869,[170 -02] 38415,On N Overhill Ave From W Jarvis Ave To W Chase Ave,2014-2018,N Overhill Ave And W Jarvis Ave,N Overhill Ave And W Chase Ave,"[42.0150532, -87.8187831]","[42.013225, -87.8188161]"
3870,[170 -02] 38782,On N Mildred Ave From W Diversey Pkwy To W Wolfram St,2014-2018,N Mildred Ave And W Diversey Pkwy,N Mildred Ave And W Wolfram St,"[41.932693, -87.65142]","[41.933596, -87.651443]"
3871,[170 -02] 38782,On W Diversey Pkwy From N Halsted St To N Mildred Ave,2014-2018,W Diversey Pkwy And N Halsted St,W Diversey Pkwy And N Mildred Ave,"[41.932745, -87.64899]","[41.932693, -87.65142]"
3872,[170 -02] 38783,On E 98th St From S Escanaba Ave To S Commercial Ave,2014-2018,E 98th St And S Escanaba Ave,E 98th St And S Commercial Ave,"[41.717297, -87.55376]","[41.717303, -87.551018]"
3873,[170 -02] 38783,On S Escanaba Ave From E 99th St To E 98th St,2014-2018,S Escanaba Ave And E 99th St,S Escanaba Ave And E 98th St,"[41.715462, -87.5537308]","[41.717297, -87.55376]"
3874,[170 -02] 38783,On E 98th St From S Muskegon Ave To S Escanaba Ave,2014-2018,E 98th St And S Muskegon Ave,E 98th St And S Escanaba Ave,"[41.717307, -87.555138]","[41.717297, -87.55376]"
3875,[170 -02] 38783,On E 98th St From S Muskegon Ave To S Marquette Ave,2014-2018,E 98th St And S Muskegon Ave,E 98th St And S Marquette Ave,"[41.717307, -87.555138]","[41.71729, -87.557915]"
3876,[170 -02] 38784,On W 107th St From S Morgan St To S Racine Ave,2014-2018,W 107th St And S Morgan St,W 107th St And S Racine Ave,"[41.699583, -87.647486]","[41.699532, -87.652354]"
3877,[170 -02] 38786,On N Narragansett Ave From W Roscoe St To W Addison St,2014-2018,N Narragansett Ave And W Roscoe St,N Narragansett Ave And W Addison St,"[41.941997, -87.786173]","[41.94568, -87.786294]"
3878,[170 -02] 38786,On W Cornelia Ave From N Nagle Ave To N Narragansett Ave,2014-2018,W Cornelia Ave And N Nagle Ave,W Cornelia Ave And N Narragansett Ave,"[41.943829, -87.787469]","[41.943842, -87.786262]"
3879,[170 -02] 38787,On N Octavia Ave From W Jarvis Ave To W Birchwood Ave,2014-2018,N Octavia Ave And W Jarvis Ave,N Octavia Ave And W Birchwood Ave,"[42.0152903, -87.8090486]","[42.017087, -87.809024]"
3880,[170 -02] 38787,On W Jarvis Ave From N Oriole Ave To N Ottawa Ave,2014-2018,W Jarvis Ave And N Oriole Ave,W Jarvis Ave And N Ottawa Ave,"[42.0160414000167, -87.6692769000023]","[42.0150712, -87.8175616]"
3881,[170 -02] 38787,On N Ottawa Ave From W Jarvis Ave To W Chase Ave,2014-2018,N Ottawa Ave And W Jarvis Ave,N Ottawa Ave And W Chase Ave,"[42.0150712, -87.8175616]","[42.013273, -87.817587]"
3882,[170 -02] 38787,On W Jarvis Ave From N Ottawa Ave To N Overhill Ave,2014-2018,W Jarvis Ave And N Ottawa Ave,W Jarvis Ave And N Overhill Ave,"[42.0150712, -87.8175616]","[42.0150532, -87.8187831]"
3883,[170 -02] 38787,On N Overhill Ave From W Sherwin Ave To W Birchwood Ave,2014-2018,N Overhill Ave And W Sherwin Ave,N Overhill Ave And W Birchwood Ave,"[42.0141385, -87.8188146]","[42.0168859, -87.8187884]"
3884,[170 -02] 38787,N Oriole Ave And W Birchwood Ave,2014-2018,N Oriole Ave And W Birchwood Ave,,"[42.016936, -87.816354]",
3885,[170 -02] 38788,On S Karlov Ave From W 62nd St To W 61st St,2014-2018,S Karlov Ave And W 62nd St,S Karlov Ave And W 61st St,"[41.780424, -87.725241]","[41.7822397, -87.7252404]"
3886,[170 -02] 38788,On W 62nd St From S Karlov Ave To S Keeler Ave,2014-2018,W 62nd St And S Karlov Ave,W 62nd St And S Keeler Ave,"[41.780424, -87.725241]","[41.780395, -87.727697]"
3887,[170 -02] 38788,On W 62nd St From S Komensky Ave To S Karlov Ave,2014-2018,W 62nd St And S Komensky Ave,W 62nd St And S Karlov Ave,"[41.780445, -87.724026]","[41.780424, -87.725241]"
3888,[170 -02] 38788,On W 61st St From S Karlov Ave To S Kedvale Ave,2014-2018,W 61st St And S Karlov Ave,W 61st St And S Kedvale Ave,"[41.7822397, -87.7252404]","[41.7822317, -87.7265278]"
3889,[170 -02] 38788,On W 62nd St From S Keeler Ave To S Kildare Ave,2014-2018,W 62nd St And S Keeler Ave,W 62nd St And S Kildare Ave,"[41.780395, -87.727697]","[41.78037, -87.73013]"
3890,[170 -02] 38788,On W 62nd St From S Pulaski Rd To S Komensky Ave,2014-2018,W 62nd St And S Pulaski Rd,W 62nd St And S Komensky Ave,"[41.7804754, -87.7228809]","[41.780445, -87.724026]"
3891,[170 -02] 38788,On W 61st St From S Karlov Ave To S Komensky Ave,2014-2018,W 61st St And S Karlov Ave,W 61st St And S Komensky Ave,"[41.7822397, -87.7252404]","[41.782269, -87.724089]"
3892,[170 -02] 38788,On W 62nd St From S Kildare Ave To S Kostner Ave,2014-2018,W 62nd St And S Kildare Ave,W 62nd St And S Kostner Ave,"[41.78037, -87.73013]","[41.780346, -87.732586]"
3893,[170 -02] 38789,On W 53rd St From S Hamlin Ave To S Millard Ave,2014-2018,W 53rd St And S Hamlin Ave,W 53rd St And S Millard Ave,"[41.796985, -87.718349]","[41.797037, -87.714698]"
3894,[170 -02] 38789,On W 53rd St From S Pulaski Rd To S Springfield Ave,2014-2018,W 53rd St And S Pulaski Rd,W 53rd St And S Springfield Ave,"[41.796887, -87.72333]","[41.796948, -87.720798]"
3895,[170 -02] 38789,On W 53rd St From S Springfield Ave To S Hamlin Ave,2014-2018,W 53rd St And S Springfield Ave,W 53rd St And S Hamlin Ave,"[41.796948, -87.720798]","[41.796985, -87.718349]"
3896,[170 -02] 38790,On N Mobile Ave From W Bloomingdale Ave To W Cortland St,2014-2018,N Mobile Ave And W Bloomingdale Ave,N Mobile Ave And W Cortland St,"[41.912847, -87.78253]","[41.9146608, -87.7821653]"
3897,[170 -02] 38790,On W Wabansia Ave From N Mobile Ave To N Narragansett Ave,2014-2018,W Wabansia Ave And N Mobile Ave,W Wabansia Ave And N Narragansett Ave,"[41.910996, -87.783384]","[41.910967, -87.785024]"
3898,[170 -02] 38790,On N Mobile Ave From W Bloomingdale Ave To W Wabansia Ave,2014-2018,N Mobile Ave And W Bloomingdale Ave,N Mobile Ave And W Wabansia Ave,"[41.912847, -87.78253]","[41.910996, -87.783384]"
3899,[170 -02] 38790,On W Cortland St From N Mobile Ave To N Mulligan Ave,2014-2018,W Cortland St And N Mobile Ave,W Cortland St And N Mulligan Ave,"[41.9146608, -87.7821653]","[41.91464, -87.783504]"
3900,[170 -02] 38791,On W 60th St From S Mobile Ave To S Merrimac Ave,2014-2018,W 60th St And S Mobile Ave,W 60th St And S Merrimac Ave,"[41.783207, -87.778928]","[41.783221, -87.77773]"
3901,[170 -02] 38791,On W 60th St From S Narragansett Ave To S Mulligan Ave,2014-2018,W 60th St And S Narragansett Ave,W 60th St And S Mulligan Ave,"[41.783176, -87.781467]","[41.783192, -87.7802336]"
3902,[170 -02] 38791,On W 60th St From S Natoma Ave To S Nashville Ave,2014-2018,W 60th St And S Natoma Ave,W 60th St And S Nashville Ave,"[41.7830839, -87.7875778]","[41.7830959, -87.7863762]"
3903,[170 -02] 38791,On W 60th St From S Rutherford Ave To S Normandy Ave,2014-2018,W 60th St And S Rutherford Ave,W 60th St And S Normandy Ave,"[41.7830439, -87.7900079]","[41.7830719, -87.7888116]"
3904,[170 -02] 38791,On W 60th St From S Mulligan Ave To S Mobile Ave,2014-2018,W 60th St And S Mulligan Ave,W 60th St And S Mobile Ave,"[41.783192, -87.7802336]","[41.783207, -87.778928]"
3905,[170 -02] 38791,On W 60th St From S Nashville Ave To S Neenah Ave,2014-2018,W 60th St And S Nashville Ave,W 60th St And S Neenah Ave,"[41.7830959, -87.7863762]","[41.784672100351, -87.6883975000049]"
3906,[170 -02] 38791,On W 60th St From S Neenah Ave To S Natchez Ave,2014-2018,W 60th St And S Neenah Ave,W 60th St And S Natchez Ave,"[41.784672100351, -87.6883975000049]","[41.7831279, -87.7839139]"
3907,[170 -02] 38791,On W 60th St From S Nagle Ave To S Narragansett Ave,2014-2018,W 60th St And S Nagle Ave,W 60th St And S Narragansett Ave,"[41.7831479, -87.7827176]","[41.783176, -87.781467]"
3908,[170 -02] 38791,On W 60th St From S Natchez Ave To S Nagle Ave,2014-2018,W 60th St And S Natchez Ave,W 60th St And S Nagle Ave,"[41.7831279, -87.7839139]","[41.7831479, -87.7827176]"
3909,[170 -02] 38791,On W 60th St From S Normandy Ave To S Natoma Ave,2014-2018,W 60th St And S Normandy Ave,W 60th St And S Natoma Ave,"[41.7830719, -87.7888116]","[41.7830839, -87.7875778]"
3910,[170 -02] 38792,On S Aberdeen St From W 105th St To W 104th Pl,2014-2018,S Aberdeen St And W 105th St,S Aberdeen St And W 104th Pl,"[41.703212, -87.649971]","[41.704087, -87.650003]"
3911,[170 -02] 38792,On W 105th St From S Sangamon St To S Green St,2014-2018,W 105th St And S Sangamon St,W 105th St And S Green St,"[41.703239, -87.646357]","[41.703263, -87.643946]"
3912,[170 -02] 38792,On W 105th St From S Green St To S Halsted St,2014-2018,W 105th St And S Green St,W 105th St And S Halsted St,"[41.703263, -87.643946]","[41.703284, -87.642671]"
3913,[170 -02] 38792,S Aberdeen St And W 103rd St,2014-2018,S Aberdeen St And W 103rd St,,"[41.706849, -87.650134]",
3914,[170 -02] 38792,On W 105th St From S Morgan St To S Sangamon St,2014-2018,W 105th St And S Morgan St,W 105th St And S Sangamon St,"[41.703231, -87.647567]","[41.703239, -87.646357]"
3915,[170 -02] 38793,On S Harding Ave From W 47th St To W 46th St,2014-2018,S Harding Ave And W 47th St,S Harding Ave And W 46th St,"[41.807909, -87.722373]","[41.8097244, -87.7224348]"
3916,[170 -02] 38793,On W 46th St From S Lavergne Ave To S Laporte Ave,2014-2018,W 46th St And S Lavergne Ave,W 46th St And S Laporte Ave,"[41.80937, -87.748053]","[41.8094043, -87.7468831]"
3917,[170 -02] 38793,On W 46th St From S Harding Ave To S Hamlin Ave,2014-2018,W 46th St And S Harding Ave,W 46th St And S Hamlin Ave,"[41.8097244, -87.7224348]","[41.8097519, -87.7187114]"
3918,[170 -02] 38793,On W 46th St From S Leamington Ave To S Leclaire Ave,2014-2018,W 46th St And S Leamington Ave,W 46th St And S Leclaire Ave,"[41.809333, -87.751715]","[41.809354, -87.7504826]"
3919,[170 -02] 38793,On W 46th St From S Laramie Ave To S Leamington Ave,2014-2018,W 46th St And S Laramie Ave,W 46th St And S Leamington Ave,"[41.8093145, -87.7528979]","[41.809333, -87.751715]"
3920,[170 -02] 38793,W 45th St And S Cicero Ave,2014-2018,W 45th St And S Cicero Ave,,"[41.8112796, -87.7431453]",
3921,[170 -02] 38794,On W 100th St From S Normal Ave To S Emerald Ave,2014-2018,W 100th St And S Normal Ave,W 100th St And S Emerald Ave,"[41.712479, -87.6357]","[41.712407, -87.641767]"
3922,[170 -02] 38794,On W 101st St From S Morgan St To S Green St,2014-2018,W 101st St And S Morgan St,W 101st St And S Green St,"[41.710493, -87.647775]","[41.71054, -87.64416]"
3923,[170 -02] 38795,On S Calumet Ave From E 87th St To E 89th St,2014-2018,S Calumet Ave And E 87th St,S Calumet Ave And E 89th St,"[41.736476, -87.61616]","[41.732831, -87.616056]"
3924,[170 -02] 38795,On S Eberhart Ave From E 87th St To E 89th St,2014-2018,S Eberhart Ave And E 87th St,S Eberhart Ave And E 89th St,"[41.7365419, -87.6120975]","[41.732882, -87.612022]"
3925,[170 -02] 38795,S Calumet Ave And E 89th St,2014-2018,S Calumet Ave And E 89th St,,"[41.732831, -87.616056]",
3926,[170 -02] 38796,On S Perry Ave From W 101st St To W 102nd St,2014-2018,S Perry Ave And W 101st St,S Perry Ave And W 102nd St,"[41.710774, -87.6259925]","[41.708943, -87.625956]"
3927,[170 -02] 38796,On W 99th St From S La Salle St To S State St,2014-2018,W 99th St And S La Salle St,W 99th St And S State St,"[41.714398, -87.627293]","[41.71435, -87.623508]"
3928,[170 -02] 38796,On W 102nd St From S Perry Ave To S La Salle St,2014-2018,W 102nd St And S Perry Ave,W 102nd St And S La Salle St,"[41.708943, -87.625956]","[41.708939, -87.627158]"
3929,[170 -02] 38796,On W 99th St From S Wentworth Ave To S La Salle St,2014-2018,W 99th St And S Wentworth Ave,W 99th St And S La Salle St,"[41.714155, -87.628545]","[41.714398, -87.627293]"
3930,[170 -02] 38796,On W 102nd St From S Perry Ave To S Lafayette Ave,2014-2018,W 102nd St And S Perry Ave,W 102nd St And S Lafayette Ave,"[41.708943, -87.625956]","[41.708975, -87.624785]"
3931,[170 -02] 38796,E 102nd St And S State St,2014-2018,E 102nd St And S State St,,"[41.708988, -87.623572]",
